,Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Możliwość finansowania,Faktura VAT,Kraj pochodzenia,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Serwisowany w ASO,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Czujniki parkowania tylne,Kamera cofania,Kurtyny powietrzne,Poduszki boczne przednie,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Elektryczne szyby tylne,Klimatyzacja automatyczna,Nawigacja GPS,Relingi dachowe,Centralny zamek,Immobilizer,Radio fabryczne,Czujniki parkowania przednie,ESP (stabilizacja toru jazdy),Komputer pokładowy,Podgrzewane lusterka boczne,Tempomat,Metalik,Bezwypadkowy,Klimatyzacja manualna,Czujnik deszczu,Czujnik zmierzchu,VAT marża,Alarm,Tapicerka welurowa,ASR (kontrola trakcji),Przyciemniane szyby,Radio niefabryczne,Isofix,Ogranicznik prędkości,Poduszki boczne tylne,MP3,Perłowy,Elektrochromatyczne lusterko wsteczne,Światła przeciwmgielne,Uszkodzony,Podgrzewane przednie siedzenia,Światła Xenonowe,Poduszka powietrzna chroniąca kolana,Dach panoramiczny,Ogrzewanie postojowe,Szyberdach,Elektrochromatyczne lusterka boczne,Hak,Bluetooth,Gniazdo AUX,Filtr cząstek stałych,Gniazdo SD,Światła LED,Asystent parkowania,Gniazdo USB,HUD (wyświetlacz przezierny),Odtwarzacz DVD,Światła do jazdy dziennej,Akryl (niemetalizowany),Asystent pasa ruchu,Czujnik martwego pola,Klimatyzacja dwustrefowa,Podgrzewana przednia szyba,System Start-Stop,Leasing,Emisja CO2,Tapicerka skórzana,Miesięczna rata,Tempomat aktywny,Tuning,Zmieniarka CD,Podgrzewane tylne siedzenia,Elektrycznie ustawiane fotele,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Regulowane zawieszenie,Kierownica po prawej (Anglik),Klimatyzacja czterostrefowa,Zarejestrowany jako zabytek,Homologacja ciężarowa,Matowy,Łopatki zmiany biegów
546,13900,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2009,226 000 km,0,Diesel,0,0,0,Kombi,0,0,Czarny,0,0,Niemcy,0,Tak,Tak,0,Używane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,26000,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2011,187 000 km,2 000 cm3,Diesel,160 KM,"Automatyczna dwusprzęgłowa (DCT, DSG)",0,Kombi,5,5,Szary,0,0,0,22 maj 2011,Tak,0,0,Używane,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,Tak,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,7500,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2006,244 000 km,1 248 cm3,Diesel,90 KM,Manualna,0,Auta miejskie,3,5,Czarny,0,0,0,0,Tak,0,0,Używane,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,Tak,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,17900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2011,208 624 km,1 686 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,0,Tak,0,11 sierpień 2011,Tak,0,Tak,Używane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,4000,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2004,200 000 km,1 700 cm3,Diesel,101 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,0,0,Polska,0,Tak,0,0,Używane,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,Tak,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,Tak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,9500,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2006,182 000 km,0,Diesel,0,0,0,Kombi,0,0,Biały,0,0,0,0,0,0,0,Używane,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,12000,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2004,215 000 km,1 796 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Kompakt,4,5,Niebieski,0,0,Austria,0,Tak,0,0,Używane,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,Tak,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,3000,Osoby prywatnej,Osobowe,Opel,Astra,F (1991-2002),1997,230 000 km,1 600 cm3,Benzyna,0,Manualna,Na przednie koła,Kombi,5,5,Niebieski,0,0,0,0,Tak,0,0,Używane,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Tak,Tak,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,11999,Firmy,Osobowe,Opel,Astra,H (2004-2014),2006,249 032 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Tak,Niemcy,0,Tak,0,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,Tak,0,0,1,1,Tak,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,7600,Firmy,Osobowe,Opel,Astra,K (2015-),2017,21 000 km,1 598 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,0,0,0,0,0,Tak,0,Używane,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,Tak,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
559,1500,Osoby prywatnej,Osobowe,Opel,Astra,F (1991-2002),1998,161 000 km,0,Benzyna,0,0,0,Sedan,0,0,Zielony,0,0,Polska,0,0,0,0,Używane,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,56900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2018,6 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Sedan,4,5,Szary,0,Tak,Polska,0,0,0,0,Nowe,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,Tak,Tak,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,9800,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),2008,162 800 km,1 400 cm3,Benzyna+LPG,90 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Srebrny,0,0,Polska,0,Tak,0,0,Używane,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tak,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,33500,Firmy,Osobowe,Opel,Astra,J (2009-2015),2014,210 988 km,1 364 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,Tak,Polska,29 wrzesień 2014,Tak,Tak,Tak,Używane,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,Tak,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,5600,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),2002,278 000 km,2 000 cm3,Diesel,101 KM,Manualna,Na przednie koła,Auta małe,5,5,Czarny,0,0,Niemcy,0,Tak,Tak,Tak,Używane,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,Tak,Tak,1,0,0,Tak,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,14800,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2007,216 000 km,1 900 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,0,0,Niemcy,28 styczeń 2008,0,0,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,Tak,Tak,0,1,1,Tak,1,0,0,1,0,0,0,0,1,Tak,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,9999,Firmy,Osobowe,Opel,Astra,H (2004-2014),2005,238 000 km,1 686 cm3,Diesel,80 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,0,0,24 styczeń 2005,Tak,0,0,Używane,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,Tak,0,0,0,Tak,0,1,1,0,0,1,0,0,1,Tak,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,13800,Firmy,Osobowe,Opel,Astra,H (2004-2014),2007,252 000 km,1 400 cm3,Benzyna+LPG,90 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,0,Niemcy,31 marzec 2007,Tak,Tak,Tak,Używane,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,Tak,Tak,1,0,0,Tak,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,36285,Firmy,Osobowe,Opel,Astra,J (2009-2015),2015,170 000 km,1 598 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,Tak,Polska,18 marzec 2015,Tak,Tak,Tak,Używane,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Tak,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,34999,Firmy,Osobowe,Opel,Astra,J (2009-2015),2013,72 000 km,1 400 cm3,Benzyna,101 KM,Manualna,Na przednie koła,Kombi,5,5,Brązowy,0,0,Niemcy,0,0,Tak,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,Tak,Tak,0,1,1,Tak,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,5999,Firmy,Osobowe,Opel,Astra,G (1998-2009),2000,200 000 km,1 600 cm3,Benzyna,1 000 KM,Manualna,Na przednie koła,Kompakt,5,5,Inny kolor,0,0,Niemcy,0,0,Tak,0,Używane,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,Tak,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Tak,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,24000,Firmy,Osobowe,Opel,Astra,H (2004-2014),2012,113 119 km,1 598 cm3,Benzyna,116 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,0,Polska,październik 2012,Tak,0,0,Używane,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tak,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,161 PLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,43000,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2015,56 800 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Kompakt,5,5,Brązowy,0,0,Polska,30 czerwiec 2015,Tak,Tak,Tak,Używane,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,Tak,Tak,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,24000,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2011,170 500 km,1 600 cm3,Benzyna,116 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,0,0,Polska,26 wrzesień 2011,Tak,0,Tak,Używane,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,Tak,Tak,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,34900,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2010,86 700 km,1 700 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,0,0,Polska,0,Tak,Tak,0,Używane,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,Tak,Tak,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,79900,Firmy,Osobowe,Opel,Astra,K (2015-),2017,1 400 km,1 399 cm3,Benzyna,150 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,Tak,Polska,28 wrzesień 2017,Tak,Tak,Tak,Używane,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,Tak,Tak,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,17900,Firmy,Osobowe,Opel,Astra,H (2004-2014),2006,179 000 km,1 800 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Kompakt,3,5,Szary,Tak,0,Niemcy,0,0,0,0,Używane,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,Tak,0,0,1,1,Tak,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,61900,Firmy,Osobowe,Opel,Astra,K (2015-),2017,20 000 km,1 400 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Kompakt,5,5,Brązowy,0,Tak,Polska,5 maj 2017,0,0,0,Używane,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,Tak,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,58900,Firmy,Osobowe,Opel,Astra,K (2015-),2016,18 700 km,1 364 cm3,Benzyna,150 KM,0,0,Kompakt,5,5,Niebieski,Tak,0,Polska,0,Tak,Tak,Tak,Używane,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,Tak,Tak,0,0,0,Tak,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,53500,Firmy,Osobowe,Opel,Astra,J (2009-2015),2018,10 km,1 600 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Sedan,4,5,Biały,0,0,0,0,0,0,0,Nowe,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,Tak,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,22990,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2011,98 000 km,1 400 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Kompakt,5,5,Zielony,0,0,Niemcy,4 maj 2011,0,Tak,0,Używane,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,Tak,Tak,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,12600,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2005,210 000 km,1 900 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,0,0,Niemcy,0,Tak,0,0,Używane,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,Tak,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
582,37900,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2014,82 000 km,1 700 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Brązowy,0,Tak,Polska,5 maj 2014,Tak,Tak,Tak,Używane,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,Tak,Tak,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,7800,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),2002,220 000 km,1 600 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,0,0,Polska,0,Tak,Tak,Tak,Używane,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,Tak,Tak,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,22900,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2010,195 000 km,1 389 cm3,Benzyna,87 KM,Manualna,Na przednie koła,Kompakt,4,5,Biały,0,0,Niemcy,7 październik 2010,0,Tak,0,Używane,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,Tak,0,0,0,0,1,1,1,0,0,1,0,1,1,Tak,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,16400,Firmy,Osobowe,Opel,Astra,H (2004-2014),2008,173 500 km,1 700 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,5,5,Biały,0,0,Niemcy,0,Tak,0,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,10799,Firmy,Osobowe,Opel,Astra,H (2004-2014),2004,200 000 km,1 400 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,0,0,Niemcy,styczeń 2004,Tak,0,Tak,Używane,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,Tak,Tak,1,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,22900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2012,173 000 km,1 700 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Biały,0,Tak,Polska,0,Tak,Tak,Tak,Używane,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,5900,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),2006,189 275 km,1 364 cm3,Benzyna+LPG,0,Manualna,Na przednie koła,Kombi,5,5,Biały,0,0,Polska,0,Tak,0,0,Używane,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Tak,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
